,A,LFICA: Lipoaffinity index composition of A,LFIAB: Lipoaffinity index transition between A and B,LFIA0: Lipoaffinity index distribution of 0.00A,LFIA1: Lipoaffinity index distribution of 0.25A,LFIA2: Lipoaffinity index distribution of 0.50A,LFIA3: Lipoaffinity index distribution of 0.75A,LFIA4: Lipoaffinity index distribution of 1.00A,LFIAB: Lipoaffinity index_3 transition between A and B,LFIAC: Lipoaffinity index_3 transition between A and C,LFI: Lipoaffinity index0,LFI: Lipoaffinity index00,LFI: Lipoaffinity index01,LFI: Lipoaffinity index10,LFI: Lipoaffinity index_301,LFI: Lipoaffinity index_302,LFI: Lipoaffinity index_310,LFI: Lipoaffinity index_320,LFI: Lipoaffinity index000,LFI: Lipoaffinity index001,LFI: Lipoaffinity index010,LFI: Lipoaffinity index011,LFI: Lipoaffinity index100,LFI: Lipoaffinity index101,LFI: Lipoaffinity index110,LFI: Lipoaffinity index_3001,LFI: Lipoaffinity index_3002,LFI: Lipoaffinity index_3010,LFI: Lipoaffinity index_3011,LFI: Lipoaffinity index_3012,LFI: Lipoaffinity index_3020,LFI: Lipoaffinity index_3021,LFI: Lipoaffinity index_3022,LFI: Lipoaffinity index_3100,LFI: Lipoaffinity index_3101,LFI: Lipoaffinity index_3102,LFI: Lipoaffinity index_3110,LFI: Lipoaffinity index_3120,LFI: Lipoaffinity index_3200,LFI: Lipoaffinity index_3201,LFI: Lipoaffinity index_3202,LFI: Lipoaffinity index_3210,LFI: Lipoaffinity index_3220
29,1P85_9,0.808333,0.302521,0.008333,0.208333,0.5,0.733333,1.0,0.159664,0.361345,808.333313,650.0,150.0,150.0,83.333336,175.0,75.0,183.333328,516.666687,133.333328,116.666664,33.333332,125.0,16.666666,33.333332,41.666668,58.333332,33.333332,0.0,50.0,83.333336,41.666668,50.0,33.333332,0.0,33.333332,25.0,41.666668,66.666664,41.666668,75.0,16.666666,58.333332
30,1P85_9,0.808333,0.302521,0.008333,0.208333,0.5,0.733333,1.0,0.159664,0.361345,808.333313,650.0,150.0,150.0,83.333336,175.0,75.0,183.333328,516.666687,133.333328,116.666664,33.333332,125.0,16.666666,33.333332,41.666668,58.333332,33.333332,0.0,50.0,83.333336,41.666668,50.0,33.333332,0.0,33.333332,25.0,41.666668,66.666664,41.666668,75.0,16.666666,58.333332
31,1P85_9,0.808333,0.302521,0.008333,0.208333,0.5,0.733333,1.0,0.159664,0.361345,808.333313,650.0,150.0,150.0,83.333336,175.0,75.0,183.333328,516.666687,133.333328,116.666664,33.333332,125.0,16.666666,33.333332,41.666668,58.333332,33.333332,0.0,50.0,83.333336,41.666668,50.0,33.333332,0.0,33.333332,25.0,41.666668,66.666664,41.666668,75.0,16.666666,58.333332
32,1P85_9,0.808333,0.302521,0.008333,0.208333,0.5,0.733333,1.0,0.159664,0.361345,808.333313,650.0,150.0,150.0,83.333336,175.0,75.0,183.333328,516.666687,133.333328,116.666664,33.333332,125.0,16.666666,33.333332,41.666668,58.333332,33.333332,0.0,50.0,83.333336,41.666668,50.0,33.333332,0.0,33.333332,25.0,41.666668,66.666664,41.666668,75.0,16.666666,58.333332
33,1P85_9,0.808333,0.302521,0.008333,0.208333,0.5,0.733333,1.0,0.159664,0.361345,808.333313,650.0,150.0,150.0,83.333336,175.0,75.0,183.333328,516.666687,133.333328,116.666664,33.333332,125.0,16.666666,33.333332,41.666668,58.333332,33.333332,0.0,50.0,83.333336,41.666668,50.0,33.333332,0.0,33.333332,25.0,41.666668,66.666664,41.666668,75.0,16.666666,58.333332
34,1P85_9,0.808333,0.302521,0.008333,0.208333,0.5,0.733333,1.0,0.159664,0.361345,808.333313,650.0,150.0,150.0,83.333336,175.0,75.0,183.333328,516.666687,133.333328,116.666664,33.333332,125.0,16.666666,33.333332,41.666668,58.333332,33.333332,0.0,50.0,83.333336,41.666668,50.0,33.333332,0.0,33.333332,25.0,41.666668,66.666664,41.666668,75.0,16.666666,58.333332
35,1P85_9,0.808333,0.302521,0.008333,0.208333,0.5,0.733333,1.0,0.159664,0.361345,808.333313,650.0,150.0,150.0,83.333336,175.0,75.0,183.333328,516.666687,133.333328,116.666664,33.333332,125.0,16.666666,33.333332,41.666668,58.333332,33.333332,0.0,50.0,83.333336,41.666668,50.0,33.333332,0.0,33.333332,25.0,41.666668,66.666664,41.666668,75.0,16.666666,58.333332
36,1P85_9,0.808333,0.302521,0.008333,0.208333,0.5,0.733333,1.0,0.159664,0.361345,808.333313,650.0,150.0,150.0,83.333336,175.0,75.0,183.333328,516.666687,133.333328,116.666664,33.333332,125.0,16.666666,33.333332,41.666668,58.333332,33.333332,0.0,50.0,83.333336,41.666668,50.0,33.333332,0.0,33.333332,25.0,41.666668,66.666664,41.666668,75.0,16.666666,58.333332
37,1P85_9,0.808333,0.302521,0.008333,0.208333,0.5,0.733333,1.0,0.159664,0.361345,808.333313,650.0,150.0,150.0,83.333336,175.0,75.0,183.333328,516.666687,133.333328,116.666664,33.333332,125.0,16.666666,33.333332,41.666668,58.333332,33.333332,0.0,50.0,83.333336,41.666668,50.0,33.333332,0.0,33.333332,25.0,41.666668,66.666664,41.666668,75.0,16.666666,58.333332
38,1P85_9,0.808333,0.302521,0.008333,0.208333,0.5,0.733333,1.0,0.159664,0.361345,808.333313,650.0,150.0,150.0,83.333336,175.0,75.0,183.333328,516.666687,133.333328,116.666664,33.333332,125.0,16.666666,33.333332,41.666668,58.333332,33.333332,0.0,50.0,83.333336,41.666668,50.0,33.333332,0.0,33.333332,25.0,41.666668,66.666664,41.666668,75.0,16.666666,58.333332
39,1P85_9,0.808333,0.302521,0.008333,0.208333,0.5,0.733333,1.0,0.159664,0.361345,808.333313,650.0,150.0,150.0,83.333336,175.0,75.0,183.333328,516.666687,133.333328,116.666664,33.333332,125.0,16.666666,33.333332,41.666668,58.333332,33.333332,0.0,50.0,83.333336,41.666668,50.0,33.333332,0.0,33.333332,25.0,41.666668,66.666664,41.666668,75.0,16.666666,58.333332
