,A,ComRA: Composition of A,ComRT: Composition of T,ComRG: Composition of G,ComRC: Composition of C,TraAT: Transition between A and T,TraAG: Transition between A and G,TraAC: Transition between A and C,TraTG: Transition between T and G,TraTC: Transition between T and C,TraGC: Transition between G and C,DPRA0: Distribution of 0.00A,DPRA1: Distribution of 0.25A,DPRA2: Distribution of 0.50A,DPRA3: Distribution of 0.75A,DPRA4: Distribution of 1.00A,DPRT0: Distribution of 0.00T,DPRT1: Distribution of 0.25T,DPRT2: Distribution of 0.50T,DPRT3: Distribution of 0.75T,DPRT4: Distribution of 1.00T,DPRG0: Distribution of 0.00G,DPRG1: Distribution of 0.25G,DPRG2: Distribution of 0.50G,DPRG3: Distribution of 0.75G,DPRG4: Distribution of 1.00G,DPRC0: Distribution of 0.00C,DPRC1: Distribution of 0.25C,DPRC2: Distribution of 0.50C,DPRC3: Distribution of 0.75C,DPRC4: Distribution of 1.00C
10,1P85_0,0.262397,0.203512,0.31405,0.220041,0.095763,0.156734,0.102308,0.147089,0.088185,0.131932,0.001722,0.227617,0.474518,0.716253,0.998623,0.001033,0.263774,0.523416,0.764118,1.0,0.000344,0.25241,0.494146,0.76343,0.996901,0.002755,0.261019,0.512741,0.75,0.999311
11,1P85_0,0.262397,0.203512,0.31405,0.220041,0.095763,0.156734,0.102308,0.147089,0.088185,0.131932,0.001722,0.227617,0.474518,0.716253,0.998623,0.001033,0.263774,0.523416,0.764118,1.0,0.000344,0.25241,0.494146,0.76343,0.996901,0.002755,0.261019,0.512741,0.75,0.999311
12,1P85_0,0.262397,0.203512,0.31405,0.220041,0.095763,0.156734,0.102308,0.147089,0.088185,0.131932,0.001722,0.227617,0.474518,0.716253,0.998623,0.001033,0.263774,0.523416,0.764118,1.0,0.000344,0.25241,0.494146,0.76343,0.996901,0.002755,0.261019,0.512741,0.75,0.999311
13,1P85_0,0.262397,0.203512,0.31405,0.220041,0.095763,0.156734,0.102308,0.147089,0.088185,0.131932,0.001722,0.227617,0.474518,0.716253,0.998623,0.001033,0.263774,0.523416,0.764118,1.0,0.000344,0.25241,0.494146,0.76343,0.996901,0.002755,0.261019,0.512741,0.75,0.999311
14,1P85_0,0.262397,0.203512,0.31405,0.220041,0.095763,0.156734,0.102308,0.147089,0.088185,0.131932,0.001722,0.227617,0.474518,0.716253,0.998623,0.001033,0.263774,0.523416,0.764118,1.0,0.000344,0.25241,0.494146,0.76343,0.996901,0.002755,0.261019,0.512741,0.75,0.999311
15,1P85_0,0.262397,0.203512,0.31405,0.220041,0.095763,0.156734,0.102308,0.147089,0.088185,0.131932,0.001722,0.227617,0.474518,0.716253,0.998623,0.001033,0.263774,0.523416,0.764118,1.0,0.000344,0.25241,0.494146,0.76343,0.996901,0.002755,0.261019,0.512741,0.75,0.999311
16,1P85_0,0.262397,0.203512,0.31405,0.220041,0.095763,0.156734,0.102308,0.147089,0.088185,0.131932,0.001722,0.227617,0.474518,0.716253,0.998623,0.001033,0.263774,0.523416,0.764118,1.0,0.000344,0.25241,0.494146,0.76343,0.996901,0.002755,0.261019,0.512741,0.75,0.999311
17,1P85_0,0.262397,0.203512,0.31405,0.220041,0.095763,0.156734,0.102308,0.147089,0.088185,0.131932,0.001722,0.227617,0.474518,0.716253,0.998623,0.001033,0.263774,0.523416,0.764118,1.0,0.000344,0.25241,0.494146,0.76343,0.996901,0.002755,0.261019,0.512741,0.75,0.999311
18,1P85_0,0.262397,0.203512,0.31405,0.220041,0.095763,0.156734,0.102308,0.147089,0.088185,0.131932,0.001722,0.227617,0.474518,0.716253,0.998623,0.001033,0.263774,0.523416,0.764118,1.0,0.000344,0.25241,0.494146,0.76343,0.996901,0.002755,0.261019,0.512741,0.75,0.999311
19,2FTC_R,0.377551,0.235332,0.176658,0.210459,0.157626,0.144225,0.141672,0.083599,0.102106,0.059349,0.000638,0.217474,0.447066,0.713648,0.997449,0.001913,0.263393,0.487883,0.749362,0.993622,0.003189,0.24426,0.564413,0.760204,0.999362,0.001276,0.281888,0.546556,0.781888,1.0
20,1GIY_B,0.195122,0.138211,0.357724,0.308943,0.065574,0.122951,0.098361,0.122951,0.04918,0.213115,0.00813,0.227642,0.439024,0.609756,0.99187,0.02439,0.195122,0.349593,0.796748,1.0,0.073171,0.422764,0.674797,0.837398,0.98374,0.03252,0.178862,0.357724,0.585366,0.943089
21,1P85_9,0.191667,0.166667,0.341667,0.3,0.067227,0.142857,0.092437,0.176471,0.07563,0.184874,0.125,0.383333,0.491667,0.825,0.991667,0.008333,0.208333,0.541667,0.725,1.0,0.016667,0.175,0.533333,0.716667,0.975,0.025,0.225,0.358333,0.733333,0.983333
22,1P85_9,0.191667,0.166667,0.341667,0.3,0.067227,0.142857,0.092437,0.176471,0.07563,0.184874,0.125,0.383333,0.491667,0.825,0.991667,0.008333,0.208333,0.541667,0.725,1.0,0.016667,0.175,0.533333,0.716667,0.975,0.025,0.225,0.358333,0.733333,0.983333
23,1P85_9,0.191667,0.166667,0.341667,0.3,0.067227,0.142857,0.092437,0.176471,0.07563,0.184874,0.125,0.383333,0.491667,0.825,0.991667,0.008333,0.208333,0.541667,0.725,1.0,0.016667,0.175,0.533333,0.716667,0.975,0.025,0.225,0.358333,0.733333,0.983333
24,1P85_9,0.191667,0.166667,0.341667,0.3,0.067227,0.142857,0.092437,0.176471,0.07563,0.184874,0.125,0.383333,0.491667,0.825,0.991667,0.008333,0.208333,0.541667,0.725,1.0,0.016667,0.175,0.533333,0.716667,0.975,0.025,0.225,0.358333,0.733333,0.983333
25,1P85_9,0.191667,0.166667,0.341667,0.3,0.067227,0.142857,0.092437,0.176471,0.07563,0.184874,0.125,0.383333,0.491667,0.825,0.991667,0.008333,0.208333,0.541667,0.725,1.0,0.016667,0.175,0.533333,0.716667,0.975,0.025,0.225,0.358333,0.733333,0.983333
26,1P85_9,0.191667,0.166667,0.341667,0.3,0.067227,0.142857,0.092437,0.176471,0.07563,0.184874,0.125,0.383333,0.491667,0.825,0.991667,0.008333,0.208333,0.541667,0.725,1.0,0.016667,0.175,0.533333,0.716667,0.975,0.025,0.225,0.358333,0.733333,0.983333
27,1P85_9,0.191667,0.166667,0.341667,0.3,0.067227,0.142857,0.092437,0.176471,0.07563,0.184874,0.125,0.383333,0.491667,0.825,0.991667,0.008333,0.208333,0.541667,0.725,1.0,0.016667,0.175,0.533333,0.716667,0.975,0.025,0.225,0.358333,0.733333,0.983333
28,1P85_9,0.191667,0.166667,0.341667,0.3,0.067227,0.142857,0.092437,0.176471,0.07563,0.184874,0.125,0.383333,0.491667,0.825,0.991667,0.008333,0.208333,0.541667,0.725,1.0,0.016667,0.175,0.533333,0.716667,0.975,0.025,0.225,0.358333,0.733333,0.983333
29,1P85_9,0.191667,0.166667,0.341667,0.3,0.067227,0.142857,0.092437,0.176471,0.07563,0.184874,0.125,0.383333,0.491667,0.825,0.991667,0.008333,0.208333,0.541667,0.725,1.0,0.016667,0.175,0.533333,0.716667,0.975,0.025,0.225,0.358333,0.733333,0.983333
30,1P85_9,0.191667,0.166667,0.341667,0.3,0.067227,0.142857,0.092437,0.176471,0.07563,0.184874,0.125,0.383333,0.491667,0.825,0.991667,0.008333,0.208333,0.541667,0.725,1.0,0.016667,0.175,0.533333,0.716667,0.975,0.025,0.225,0.358333,0.733333,0.983333
31,1P85_9,0.191667,0.166667,0.341667,0.3,0.067227,0.142857,0.092437,0.176471,0.07563,0.184874,0.125,0.383333,0.491667,0.825,0.991667,0.008333,0.208333,0.541667,0.725,1.0,0.016667,0.175,0.533333,0.716667,0.975,0.025,0.225,0.358333,0.733333,0.983333
32,1P85_9,0.191667,0.166667,0.341667,0.3,0.067227,0.142857,0.092437,0.176471,0.07563,0.184874,0.125,0.383333,0.491667,0.825,0.991667,0.008333,0.208333,0.541667,0.725,1.0,0.016667,0.175,0.533333,0.716667,0.975,0.025,0.225,0.358333,0.733333,0.983333
33,1P85_9,0.191667,0.166667,0.341667,0.3,0.067227,0.142857,0.092437,0.176471,0.07563,0.184874,0.125,0.383333,0.491667,0.825,0.991667,0.008333,0.208333,0.541667,0.725,1.0,0.016667,0.175,0.533333,0.716667,0.975,0.025,0.225,0.358333,0.733333,0.983333
34,1P85_9,0.191667,0.166667,0.341667,0.3,0.067227,0.142857,0.092437,0.176471,0.07563,0.184874,0.125,0.383333,0.491667,0.825,0.991667,0.008333,0.208333,0.541667,0.725,1.0,0.016667,0.175,0.533333,0.716667,0.975,0.025,0.225,0.358333,0.733333,0.983333
35,1P85_9,0.191667,0.166667,0.341667,0.3,0.067227,0.142857,0.092437,0.176471,0.07563,0.184874,0.125,0.383333,0.491667,0.825,0.991667,0.008333,0.208333,0.541667,0.725,1.0,0.016667,0.175,0.533333,0.716667,0.975,0.025,0.225,0.358333,0.733333,0.983333
36,1P85_9,0.191667,0.166667,0.341667,0.3,0.067227,0.142857,0.092437,0.176471,0.07563,0.184874,0.125,0.383333,0.491667,0.825,0.991667,0.008333,0.208333,0.541667,0.725,1.0,0.016667,0.175,0.533333,0.716667,0.975,0.025,0.225,0.358333,0.733333,0.983333
37,1P85_9,0.191667,0.166667,0.341667,0.3,0.067227,0.142857,0.092437,0.176471,0.07563,0.184874,0.125,0.383333,0.491667,0.825,0.991667,0.008333,0.208333,0.541667,0.725,1.0,0.016667,0.175,0.533333,0.716667,0.975,0.025,0.225,0.358333,0.733333,0.983333
38,1P85_9,0.191667,0.166667,0.341667,0.3,0.067227,0.142857,0.092437,0.176471,0.07563,0.184874,0.125,0.383333,0.491667,0.825,0.991667,0.008333,0.208333,0.541667,0.725,1.0,0.016667,0.175,0.533333,0.716667,0.975,0.025,0.225,0.358333,0.733333,0.983333
39,1P85_9,0.191667,0.166667,0.341667,0.3,0.067227,0.142857,0.092437,0.176471,0.07563,0.184874,0.125,0.383333,0.491667,0.825,0.991667,0.008333,0.208333,0.541667,0.725,1.0,0.016667,0.175,0.533333,0.716667,0.975,0.025,0.225,0.358333,0.733333,0.983333
