,A,SHDCA: Strong H-Bond donors composition of A,SHDAB: Strong H-Bond donors transition between A and B,SHDA0: Strong H-Bond donors distribution of 0.00A,SHDA1: Strong H-Bond donors distribution of 0.25A,SHDA2: Strong H-Bond donors distribution of 0.50A,SHDA3: Strong H-Bond donors distribution of 0.75A,SHDA4: Strong H-Bond donors distribution of 1.00A,MLFCA: Linear free energy composition of A,MLFCB: Linear free energy composition of B,MLFAB: Linear free energy transition between A and B,MLFA0: Linear free energy distribution of 0.00A,MLFA1: Linear free energy distribution of 0.25A,MLFA2: Linear free energy distribution of 0.50A,MLFA3: Linear free energy distribution of 0.75A,MLFA4: Linear free energy distribution of 1.00A,MLFB0: Linear free energy distribution of 0.00B,MLFB1: Linear free energy distribution of 0.25B,MLFB2: Linear free energy distribution of 0.50B,MLFB3: Linear free energy distribution of 0.75B,MLFB4: Linear free energy distribution of 1.00B,SHAAB: Strong H-Bond acceptors_3 transition between A and B,SHAAC: Strong H-Bond acceptors_3 transition between A and C,PHBAB: Potential Hydrogen Bonds_3 transition between A and B,PHBAC: Potential Hydrogen Bonds_3 transition between A and C,SHD: Strong H-Bond donors0,MLF: Linear free energy0,MLF: Linear free energy1,SHD: Strong H-Bond donors00,SHD: Strong H-Bond donors01,SHD: Strong H-Bond donors10,MLF: Linear free energy00,MLF: Linear free energy01,MLF: Linear free energy10,MLF: Linear free energy11,SHA: Strong H-Bond acceptors_301,SHA: Strong H-Bond acceptors_302,SHA: Strong H-Bond acceptors_310,SHA: Strong H-Bond acceptors_320,PHB: Potential Hydrogen Bonds_301,PHB: Potential Hydrogen Bonds_302,PHB: Potential Hydrogen Bonds_310,PHB: Potential Hydrogen Bonds_320,SHD: Strong H-Bond donors000,SHD: Strong H-Bond donors001,SHD: Strong H-Bond donors010,SHD: Strong H-Bond donors011,SHD: Strong H-Bond donors100,SHD: Strong H-Bond donors101,SHD: Strong H-Bond donors110,MLF: Linear free energy000,MLF: Linear free energy001,MLF: Linear free energy010,MLF: Linear free energy011,MLF: Linear free energy100,MLF: Linear free energy101,MLF: Linear free energy110,MLF: Linear free energy111,SHA: Strong H-Bond acceptors_3001,SHA: Strong H-Bond acceptors_3002,SHA: Strong H-Bond acceptors_3010,SHA: Strong H-Bond acceptors_3011,SHA: Strong H-Bond acceptors_3012,SHA: Strong H-Bond acceptors_3020,SHA: Strong H-Bond acceptors_3021,SHA: Strong H-Bond acceptors_3022,SHA: Strong H-Bond acceptors_3100,SHA: Strong H-Bond acceptors_3101,SHA: Strong H-Bond acceptors_3102,SHA: Strong H-Bond acceptors_3110,SHA: Strong H-Bond acceptors_3120,SHA: Strong H-Bond acceptors_3200,SHA: Strong H-Bond acceptors_3201,SHA: Strong H-Bond acceptors_3202,SHA: Strong H-Bond acceptors_3210,SHA: Strong H-Bond acceptors_3220,PHB: Potential Hydrogen Bonds_3001,PHB: Potential Hydrogen Bonds_3002,PHB: Potential Hydrogen Bonds_3010,PHB: Potential Hydrogen Bonds_3011,PHB: Potential Hydrogen Bonds_3012,PHB: Potential Hydrogen Bonds_3020,PHB: Potential Hydrogen Bonds_3021,PHB: Potential Hydrogen Bonds_3022,PHB: Potential Hydrogen Bonds_3100,PHB: Potential Hydrogen Bonds_3101,PHB: Potential Hydrogen Bonds_3102,PHB: Potential Hydrogen Bonds_3110,PHB: Potential Hydrogen Bonds_3120,PHB: Potential Hydrogen Bonds_3200,PHB: Potential Hydrogen Bonds_3201,PHB: Potential Hydrogen Bonds_3202,PHB: Potential Hydrogen Bonds_3210,PHB: Potential Hydrogen Bonds_3220
10,1P85_0,0.68595,0.435756,0.001033,0.248278,0.503788,0.747245,1.0,0.465909,0.534091,0.494316,0.001033,0.244146,0.496901,0.744835,1.0,0.000344,0.254821,0.5,0.758953,0.999311,0.252497,0.220117,0.190493,0.303824,685.950439,465.909088,534.090881,467.97522,217.630859,217.975204,218.66391,246.900833,247.245178,286.845734,131.198349,105.02755,121.21212,115.013771,95.041321,151.859497,95.385674,151.859497,316.804413,150.826447,150.137741,67.493111,151.170792,66.804405,67.837463,101.23967,117.079887,110.192841,136.707993,117.42424,129.820938,137.052338,149.793396,73.69146,55.440773,53.719009,51.652893,25.826447,55.785126,23.415977,25.826447,62.672176,25.482094,33.05785,42.355373,27.892563,66.460052,32.024792,16.528925,25.137741,31.336088,48.209366,68.870522,40.63361,29.614325,24.793388,69.559227,36.157024,46.14325,39.256199,18.250689,37.878788,23.76033,35.812672,78.168045,28.581266,45.110191,30.991735,46.487602
11,1P85_0,0.68595,0.435756,0.001033,0.248278,0.503788,0.747245,1.0,0.465909,0.534091,0.494316,0.001033,0.244146,0.496901,0.744835,1.0,0.000344,0.254821,0.5,0.758953,0.999311,0.252497,0.220117,0.190493,0.303824,685.950439,465.909088,534.090881,467.97522,217.630859,217.975204,218.66391,246.900833,247.245178,286.845734,131.198349,105.02755,121.21212,115.013771,95.041321,151.859497,95.385674,151.859497,316.804413,150.826447,150.137741,67.493111,151.170792,66.804405,67.837463,101.23967,117.079887,110.192841,136.707993,117.42424,129.820938,137.052338,149.793396,73.69146,55.440773,53.719009,51.652893,25.826447,55.785126,23.415977,25.826447,62.672176,25.482094,33.05785,42.355373,27.892563,66.460052,32.024792,16.528925,25.137741,31.336088,48.209366,68.870522,40.63361,29.614325,24.793388,69.559227,36.157024,46.14325,39.256199,18.250689,37.878788,23.76033,35.812672,78.168045,28.581266,45.110191,30.991735,46.487602
12,1P85_0,0.68595,0.435756,0.001033,0.248278,0.503788,0.747245,1.0,0.465909,0.534091,0.494316,0.001033,0.244146,0.496901,0.744835,1.0,0.000344,0.254821,0.5,0.758953,0.999311,0.252497,0.220117,0.190493,0.303824,685.950439,465.909088,534.090881,467.97522,217.630859,217.975204,218.66391,246.900833,247.245178,286.845734,131.198349,105.02755,121.21212,115.013771,95.041321,151.859497,95.385674,151.859497,316.804413,150.826447,150.137741,67.493111,151.170792,66.804405,67.837463,101.23967,117.079887,110.192841,136.707993,117.42424,129.820938,137.052338,149.793396,73.69146,55.440773,53.719009,51.652893,25.826447,55.785126,23.415977,25.826447,62.672176,25.482094,33.05785,42.355373,27.892563,66.460052,32.024792,16.528925,25.137741,31.336088,48.209366,68.870522,40.63361,29.614325,24.793388,69.559227,36.157024,46.14325,39.256199,18.250689,37.878788,23.76033,35.812672,78.168045,28.581266,45.110191,30.991735,46.487602
13,1P85_0,0.68595,0.435756,0.001033,0.248278,0.503788,0.747245,1.0,0.465909,0.534091,0.494316,0.001033,0.244146,0.496901,0.744835,1.0,0.000344,0.254821,0.5,0.758953,0.999311,0.252497,0.220117,0.190493,0.303824,685.950439,465.909088,534.090881,467.97522,217.630859,217.975204,218.66391,246.900833,247.245178,286.845734,131.198349,105.02755,121.21212,115.013771,95.041321,151.859497,95.385674,151.859497,316.804413,150.826447,150.137741,67.493111,151.170792,66.804405,67.837463,101.23967,117.079887,110.192841,136.707993,117.42424,129.820938,137.052338,149.793396,73.69146,55.440773,53.719009,51.652893,25.826447,55.785126,23.415977,25.826447,62.672176,25.482094,33.05785,42.355373,27.892563,66.460052,32.024792,16.528925,25.137741,31.336088,48.209366,68.870522,40.63361,29.614325,24.793388,69.559227,36.157024,46.14325,39.256199,18.250689,37.878788,23.76033,35.812672,78.168045,28.581266,45.110191,30.991735,46.487602
14,1P85_0,0.68595,0.435756,0.001033,0.248278,0.503788,0.747245,1.0,0.465909,0.534091,0.494316,0.001033,0.244146,0.496901,0.744835,1.0,0.000344,0.254821,0.5,0.758953,0.999311,0.252497,0.220117,0.190493,0.303824,685.950439,465.909088,534.090881,467.97522,217.630859,217.975204,218.66391,246.900833,247.245178,286.845734,131.198349,105.02755,121.21212,115.013771,95.041321,151.859497,95.385674,151.859497,316.804413,150.826447,150.137741,67.493111,151.170792,66.804405,67.837463,101.23967,117.079887,110.192841,136.707993,117.42424,129.820938,137.052338,149.793396,73.69146,55.440773,53.719009,51.652893,25.826447,55.785126,23.415977,25.826447,62.672176,25.482094,33.05785,42.355373,27.892563,66.460052,32.024792,16.528925,25.137741,31.336088,48.209366,68.870522,40.63361,29.614325,24.793388,69.559227,36.157024,46.14325,39.256199,18.250689,37.878788,23.76033,35.812672,78.168045,28.581266,45.110191,30.991735,46.487602
15,1P85_0,0.68595,0.435756,0.001033,0.248278,0.503788,0.747245,1.0,0.465909,0.534091,0.494316,0.001033,0.244146,0.496901,0.744835,1.0,0.000344,0.254821,0.5,0.758953,0.999311,0.252497,0.220117,0.190493,0.303824,685.950439,465.909088,534.090881,467.97522,217.630859,217.975204,218.66391,246.900833,247.245178,286.845734,131.198349,105.02755,121.21212,115.013771,95.041321,151.859497,95.385674,151.859497,316.804413,150.826447,150.137741,67.493111,151.170792,66.804405,67.837463,101.23967,117.079887,110.192841,136.707993,117.42424,129.820938,137.052338,149.793396,73.69146,55.440773,53.719009,51.652893,25.826447,55.785126,23.415977,25.826447,62.672176,25.482094,33.05785,42.355373,27.892563,66.460052,32.024792,16.528925,25.137741,31.336088,48.209366,68.870522,40.63361,29.614325,24.793388,69.559227,36.157024,46.14325,39.256199,18.250689,37.878788,23.76033,35.812672,78.168045,28.581266,45.110191,30.991735,46.487602
16,1P85_0,0.68595,0.435756,0.001033,0.248278,0.503788,0.747245,1.0,0.465909,0.534091,0.494316,0.001033,0.244146,0.496901,0.744835,1.0,0.000344,0.254821,0.5,0.758953,0.999311,0.252497,0.220117,0.190493,0.303824,685.950439,465.909088,534.090881,467.97522,217.630859,217.975204,218.66391,246.900833,247.245178,286.845734,131.198349,105.02755,121.21212,115.013771,95.041321,151.859497,95.385674,151.859497,316.804413,150.826447,150.137741,67.493111,151.170792,66.804405,67.837463,101.23967,117.079887,110.192841,136.707993,117.42424,129.820938,137.052338,149.793396,73.69146,55.440773,53.719009,51.652893,25.826447,55.785126,23.415977,25.826447,62.672176,25.482094,33.05785,42.355373,27.892563,66.460052,32.024792,16.528925,25.137741,31.336088,48.209366,68.870522,40.63361,29.614325,24.793388,69.559227,36.157024,46.14325,39.256199,18.250689,37.878788,23.76033,35.812672,78.168045,28.581266,45.110191,30.991735,46.487602
17,1P85_0,0.68595,0.435756,0.001033,0.248278,0.503788,0.747245,1.0,0.465909,0.534091,0.494316,0.001033,0.244146,0.496901,0.744835,1.0,0.000344,0.254821,0.5,0.758953,0.999311,0.252497,0.220117,0.190493,0.303824,685.950439,465.909088,534.090881,467.97522,217.630859,217.975204,218.66391,246.900833,247.245178,286.845734,131.198349,105.02755,121.21212,115.013771,95.041321,151.859497,95.385674,151.859497,316.804413,150.826447,150.137741,67.493111,151.170792,66.804405,67.837463,101.23967,117.079887,110.192841,136.707993,117.42424,129.820938,137.052338,149.793396,73.69146,55.440773,53.719009,51.652893,25.826447,55.785126,23.415977,25.826447,62.672176,25.482094,33.05785,42.355373,27.892563,66.460052,32.024792,16.528925,25.137741,31.336088,48.209366,68.870522,40.63361,29.614325,24.793388,69.559227,36.157024,46.14325,39.256199,18.250689,37.878788,23.76033,35.812672,78.168045,28.581266,45.110191,30.991735,46.487602
18,1P85_0,0.68595,0.435756,0.001033,0.248278,0.503788,0.747245,1.0,0.465909,0.534091,0.494316,0.001033,0.244146,0.496901,0.744835,1.0,0.000344,0.254821,0.5,0.758953,0.999311,0.252497,0.220117,0.190493,0.303824,685.950439,465.909088,534.090881,467.97522,217.630859,217.975204,218.66391,246.900833,247.245178,286.845734,131.198349,105.02755,121.21212,115.013771,95.041321,151.859497,95.385674,151.859497,316.804413,150.826447,150.137741,67.493111,151.170792,66.804405,67.837463,101.23967,117.079887,110.192841,136.707993,117.42424,129.820938,137.052338,149.793396,73.69146,55.440773,53.719009,51.652893,25.826447,55.785126,23.415977,25.826447,62.672176,25.482094,33.05785,42.355373,27.892563,66.460052,32.024792,16.528925,25.137741,31.336088,48.209366,68.870522,40.63361,29.614325,24.793388,69.559227,36.157024,46.14325,39.256199,18.250689,37.878788,23.76033,35.812672,78.168045,28.581266,45.110191,30.991735,46.487602
19,2FTC_R,0.823342,0.287173,0.000638,0.250638,0.485332,0.748087,1.0,0.612883,0.387117,0.471602,0.000638,0.240434,0.465561,0.728954,0.997449,0.001276,0.270408,0.555485,0.774872,1.0,0.301851,0.161455,0.243778,0.227824,823.341858,612.882629,387.11734,679.209167,143.494904,143.494904,376.913269,235.969391,235.331635,151.147964,151.147964,80.35714,150.510208,80.994896,117.984695,117.984695,125.637756,109.693878,563.137756,116.071426,115.43367,28.061224,115.43367,27.42347,28.061224,229.591843,147.321426,145.408157,90.561226,147.321426,88.010201,89.92347,60.586735,66.964287,29.336735,61.862244,59.948978,29.336735,29.974489,25.510204,24.234694,65.051018,52.933674,32.525509,63.775509,26.785715,31.25,31.25,18.494898,24.87245,24.234694,75.255104,72.06633,70.153061,33.163265,14.668367,75.255104,21.683674,21.045918,82.270409,20.408163,22.959183,37.627552,12.755102,65.051018,21.683674,22.959183,17.857143,21.683674
20,1GIY_B,0.642276,0.459016,0.00813,0.227642,0.406504,0.650407,1.0,0.333333,0.666667,0.393443,0.00813,0.227642,0.439024,0.666667,1.0,0.03252,0.243902,0.536585,0.764228,0.98374,0.188525,0.262295,0.147541,0.245902,642.276428,333.333344,666.666687,406.504059,227.642273,227.642273,130.081299,195.121948,195.121948,471.544708,97.560974,121.951218,89.430893,138.21138,89.430893,105.691055,56.910568,138.21138,276.42276,121.951218,146.341461,81.300812,121.951218,105.691055,81.300812,32.520325,89.430893,48.780487,146.341461,89.430893,105.691055,146.341461,325.203247,56.910568,65.040649,48.780487,32.520325,16.260162,65.040649,0.0,56.910568,40.650406,16.260162,24.390244,16.260162,24.390244,81.300812,24.390244,32.520325,24.390244,48.780487,56.910568,32.520325,16.260162,48.780487,24.390244,32.520325,32.520325,40.650406,16.260162,16.260162,24.390244,40.650406,48.780487,73.170731,16.260162,48.780487,0.0,56.910568
21,1P85_9,0.658333,0.504202,0.008333,0.266667,0.483333,0.75,1.0,0.358333,0.641667,0.487395,0.008333,0.333333,0.541667,0.783333,1.0,0.016667,0.2,0.466667,0.733333,0.983333,0.210084,0.260504,0.168067,0.319328,658.333313,358.333344,641.666687,400.0,250.0,250.0,108.333336,241.666672,241.666672,400.0,100.0,133.333328,108.333336,125.0,75.0,166.666672,91.666664,150.0,241.666672,150.0,183.333328,66.666664,158.333328,91.666664,66.666664,8.333333,91.666664,100.0,141.666672,100.0,141.666672,141.666672,258.333344,58.333332,75.0,58.333332,33.333332,8.333333,50.0,16.666666,66.666664,66.666664,16.666666,16.666666,8.333333,25.0,58.333332,25.0,41.666668,41.666668,50.0,25.0,66.666664,33.333332,33.333332,8.333333,66.666664,50.0,50.0,25.0,25.0,41.666668,50.0,41.666668,75.0,25.0,50.0,8.333333,41.666668
