,A,PSNCA: Primary or secondary nitrogens composition of A,PSNAB: Primary or secondary nitrogens transition between A and B,PSNA0: Primary or secondary nitrogens distribution of 0.00A,PSNA1: Primary or secondary nitrogens distribution of 0.25A,PSNA2: Primary or secondary nitrogens distribution of 0.50A,PSNA3: Primary or secondary nitrogens distribution of 0.75A,PSNA4: Primary or secondary nitrogens distribution of 1.00A,SLFAB: Sum of path lengths starting from oxygens_3 transition between A and B,SLFAC: Sum of path lengths starting from oxygens_3 transition between A and C,TPSAB: Topological polar surface area_3 transition between A and B,TPSAC: Topological polar surface area_3 transition between A and C,PSN: Primary or secondary nitrogens0,PSN: Primary or secondary nitrogens00,PSN: Primary or secondary nitrogens01,PSN: Primary or secondary nitrogens10,SLF: Sum of path lengths starting from oxygens_301,SLF: Sum of path lengths starting from oxygens_302,SLF: Sum of path lengths starting from oxygens_310,SLF: Sum of path lengths starting from oxygens_320,TPS: Topological polar surface area_301,TPS: Topological polar surface area_302,TPS: Topological polar surface area_310,TPS: Topological polar surface area_320,PSN: Primary or secondary nitrogens000,PSN: Primary or secondary nitrogens001,PSN: Primary or secondary nitrogens010,PSN: Primary or secondary nitrogens011,PSN: Primary or secondary nitrogens100,PSN: Primary or secondary nitrogens101,PSN: Primary or secondary nitrogens110,SLF: Sum of path lengths starting from oxygens_3001,SLF: Sum of path lengths starting from oxygens_3002,SLF: Sum of path lengths starting from oxygens_3010,SLF: Sum of path lengths starting from oxygens_3011,SLF: Sum of path lengths starting from oxygens_3012,SLF: Sum of path lengths starting from oxygens_3020,SLF: Sum of path lengths starting from oxygens_3021,SLF: Sum of path lengths starting from oxygens_3022,SLF: Sum of path lengths starting from oxygens_3100,SLF: Sum of path lengths starting from oxygens_3101,SLF: Sum of path lengths starting from oxygens_3102,SLF: Sum of path lengths starting from oxygens_3110,SLF: Sum of path lengths starting from oxygens_3120,SLF: Sum of path lengths starting from oxygens_3200,SLF: Sum of path lengths starting from oxygens_3201,SLF: Sum of path lengths starting from oxygens_3202,SLF: Sum of path lengths starting from oxygens_3210,SLF: Sum of path lengths starting from oxygens_3220,TPS: Topological polar surface area_3001,TPS: Topological polar surface area_3002,TPS: Topological polar surface area_3010,TPS: Topological polar surface area_3011,TPS: Topological polar surface area_3012,TPS: Topological polar surface area_3020,TPS: Topological polar surface area_3021,TPS: Topological polar surface area_3022,TPS: Topological polar surface area_3100,TPS: Topological polar surface area_3101,TPS: Topological polar surface area_3102,TPS: Topological polar surface area_3110,TPS: Topological polar surface area_3120,TPS: Topological polar surface area_3200,TPS: Topological polar surface area_3201,TPS: Topological polar surface area_3202,TPS: Topological polar surface area_3210,TPS: Topological polar surface area_3220
10,1P85_0,0.796488,0.331037,0.000344,0.246556,0.492769,0.743457,0.999311,0.259042,0.235274,0.183948,0.288667,796.48761,630.854004,165.633606,165.289261,127.066116,120.179062,131.887054,115.013771,94.696968,141.528931,89.187325,147.038574,497.589539,133.264465,134.641876,30.991735,132.920105,32.369144,30.647383,68.181816,68.870522,62.672176,41.322315,23.071625,67.148758,27.203857,25.826447,80.234161,24.793388,26.859505,47.865013,28.581266,56.473827,34.090908,24.449036,21.349863,19.283747,49.586777,77.134987,41.322315,13.774105,39.600552,65.771347,27.54821,48.209366,51.652893,15.151515,22.382919,18.939394,39.600552,75.068871,29.958677,42.011021,28.925619,41.666668
11,1P85_0,0.796488,0.331037,0.000344,0.246556,0.492769,0.743457,0.999311,0.259042,0.235274,0.183948,0.288667,796.48761,630.854004,165.633606,165.289261,127.066116,120.179062,131.887054,115.013771,94.696968,141.528931,89.187325,147.038574,497.589539,133.264465,134.641876,30.991735,132.920105,32.369144,30.647383,68.181816,68.870522,62.672176,41.322315,23.071625,67.148758,27.203857,25.826447,80.234161,24.793388,26.859505,47.865013,28.581266,56.473827,34.090908,24.449036,21.349863,19.283747,49.586777,77.134987,41.322315,13.774105,39.600552,65.771347,27.54821,48.209366,51.652893,15.151515,22.382919,18.939394,39.600552,75.068871,29.958677,42.011021,28.925619,41.666668
12,1P85_0,0.796488,0.331037,0.000344,0.246556,0.492769,0.743457,0.999311,0.259042,0.235274,0.183948,0.288667,796.48761,630.854004,165.633606,165.289261,127.066116,120.179062,131.887054,115.013771,94.696968,141.528931,89.187325,147.038574,497.589539,133.264465,134.641876,30.991735,132.920105,32.369144,30.647383,68.181816,68.870522,62.672176,41.322315,23.071625,67.148758,27.203857,25.826447,80.234161,24.793388,26.859505,47.865013,28.581266,56.473827,34.090908,24.449036,21.349863,19.283747,49.586777,77.134987,41.322315,13.774105,39.600552,65.771347,27.54821,48.209366,51.652893,15.151515,22.382919,18.939394,39.600552,75.068871,29.958677,42.011021,28.925619,41.666668
13,1P85_0,0.796488,0.331037,0.000344,0.246556,0.492769,0.743457,0.999311,0.259042,0.235274,0.183948,0.288667,796.48761,630.854004,165.633606,165.289261,127.066116,120.179062,131.887054,115.013771,94.696968,141.528931,89.187325,147.038574,497.589539,133.264465,134.641876,30.991735,132.920105,32.369144,30.647383,68.181816,68.870522,62.672176,41.322315,23.071625,67.148758,27.203857,25.826447,80.234161,24.793388,26.859505,47.865013,28.581266,56.473827,34.090908,24.449036,21.349863,19.283747,49.586777,77.134987,41.322315,13.774105,39.600552,65.771347,27.54821,48.209366,51.652893,15.151515,22.382919,18.939394,39.600552,75.068871,29.958677,42.011021,28.925619,41.666668
14,1P85_0,0.796488,0.331037,0.000344,0.246556,0.492769,0.743457,0.999311,0.259042,0.235274,0.183948,0.288667,796.48761,630.854004,165.633606,165.289261,127.066116,120.179062,131.887054,115.013771,94.696968,141.528931,89.187325,147.038574,497.589539,133.264465,134.641876,30.991735,132.920105,32.369144,30.647383,68.181816,68.870522,62.672176,41.322315,23.071625,67.148758,27.203857,25.826447,80.234161,24.793388,26.859505,47.865013,28.581266,56.473827,34.090908,24.449036,21.349863,19.283747,49.586777,77.134987,41.322315,13.774105,39.600552,65.771347,27.54821,48.209366,51.652893,15.151515,22.382919,18.939394,39.600552,75.068871,29.958677,42.011021,28.925619,41.666668
15,1P85_0,0.796488,0.331037,0.000344,0.246556,0.492769,0.743457,0.999311,0.259042,0.235274,0.183948,0.288667,796.48761,630.854004,165.633606,165.289261,127.066116,120.179062,131.887054,115.013771,94.696968,141.528931,89.187325,147.038574,497.589539,133.264465,134.641876,30.991735,132.920105,32.369144,30.647383,68.181816,68.870522,62.672176,41.322315,23.071625,67.148758,27.203857,25.826447,80.234161,24.793388,26.859505,47.865013,28.581266,56.473827,34.090908,24.449036,21.349863,19.283747,49.586777,77.134987,41.322315,13.774105,39.600552,65.771347,27.54821,48.209366,51.652893,15.151515,22.382919,18.939394,39.600552,75.068871,29.958677,42.011021,28.925619,41.666668
16,1P85_0,0.796488,0.331037,0.000344,0.246556,0.492769,0.743457,0.999311,0.259042,0.235274,0.183948,0.288667,796.48761,630.854004,165.633606,165.289261,127.066116,120.179062,131.887054,115.013771,94.696968,141.528931,89.187325,147.038574,497.589539,133.264465,134.641876,30.991735,132.920105,32.369144,30.647383,68.181816,68.870522,62.672176,41.322315,23.071625,67.148758,27.203857,25.826447,80.234161,24.793388,26.859505,47.865013,28.581266,56.473827,34.090908,24.449036,21.349863,19.283747,49.586777,77.134987,41.322315,13.774105,39.600552,65.771347,27.54821,48.209366,51.652893,15.151515,22.382919,18.939394,39.600552,75.068871,29.958677,42.011021,28.925619,41.666668
17,1P85_0,0.796488,0.331037,0.000344,0.246556,0.492769,0.743457,0.999311,0.259042,0.235274,0.183948,0.288667,796.48761,630.854004,165.633606,165.289261,127.066116,120.179062,131.887054,115.013771,94.696968,141.528931,89.187325,147.038574,497.589539,133.264465,134.641876,30.991735,132.920105,32.369144,30.647383,68.181816,68.870522,62.672176,41.322315,23.071625,67.148758,27.203857,25.826447,80.234161,24.793388,26.859505,47.865013,28.581266,56.473827,34.090908,24.449036,21.349863,19.283747,49.586777,77.134987,41.322315,13.774105,39.600552,65.771347,27.54821,48.209366,51.652893,15.151515,22.382919,18.939394,39.600552,75.068871,29.958677,42.011021,28.925619,41.666668
18,1P85_0,0.796488,0.331037,0.000344,0.246556,0.492769,0.743457,0.999311,0.259042,0.235274,0.183948,0.288667,796.48761,630.854004,165.633606,165.289261,127.066116,120.179062,131.887054,115.013771,94.696968,141.528931,89.187325,147.038574,497.589539,133.264465,134.641876,30.991735,132.920105,32.369144,30.647383,68.181816,68.870522,62.672176,41.322315,23.071625,67.148758,27.203857,25.826447,80.234161,24.793388,26.859505,47.865013,28.581266,56.473827,34.090908,24.449036,21.349863,19.283747,49.586777,77.134987,41.322315,13.774105,39.600552,65.771347,27.54821,48.209366,51.652893,15.151515,22.382919,18.939394,39.600552,75.068871,29.958677,42.011021,28.925619,41.666668
19,2FTC_R,0.764668,0.343331,0.000638,0.24426,0.501276,0.75,1.0,0.285897,0.185705,0.259732,0.203574,764.668396,592.474487,171.556122,171.556122,137.11734,98.214287,148.596939,87.372452,128.826538,102.678574,130.739792,100.765305,455.994904,135.841843,127.551018,44.0051,135.841843,35.714287,44.0051,52.295918,37.627552,50.382652,58.67347,28.061224,37.627552,36.352039,24.234694,57.397961,52.933674,38.265305,65.688774,28.69898,33.163265,31.887754,22.321428,31.887754,21.045918,79.719391,59.948978,77.806122,29.974489,21.045918,57.397961,24.234694,21.045918,80.35714,26.785715,23.596939,32.525509,24.87245,58.67347,22.321428,19.132652,20.408163,18.494898
20,1GIY_B,0.861789,0.237705,0.00813,0.243902,0.504065,0.747967,0.99187,0.221311,0.172131,0.114754,0.336066,861.788635,739.837402,121.951218,113.821136,113.821136,81.300812,105.691055,89.430893,56.910568,170.731705,56.910568,162.601624,617.886169,121.951218,97.560974,16.260162,113.821136,0.0,16.260162,89.430893,56.910568,48.780487,32.520325,32.520325,56.910568,16.260162,8.130081,65.040649,16.260162,24.390244,32.520325,16.260162,81.300812,8.130081,0.0,24.390244,16.260162,40.650406,73.170731,16.260162,8.130081,24.390244,81.300812,40.650406,48.780487,32.520325,0.0,24.390244,16.260162,24.390244,73.170731,16.260162,73.170731,24.390244,56.910568
21,1P85_9,0.833333,0.319328,0.016667,0.25,0.491667,0.758333,0.991667,0.235294,0.252101,0.142857,0.327731,833.333313,675.0,158.333328,158.333328,116.666664,125.0,116.666664,125.0,75.0,158.333328,66.666664,166.666672,533.333313,141.666672,150.0,0.0,141.666672,16.666666,0.0,75.0,66.666664,50.0,33.333332,33.333332,91.666664,33.333332,0.0,58.333332,16.666666,41.666668,33.333332,25.0,83.333336,25.0,16.666666,33.333332,0.0,58.333332,66.666664,16.666666,0.0,50.0,83.333336,41.666668,33.333332,25.0,8.333333,33.333332,0.0,50.0,100.0,8.333333,58.333332,50.0,33.333332
22,1P85_9,0.833333,0.319328,0.016667,0.25,0.491667,0.758333,0.991667,0.235294,0.252101,0.142857,0.327731,833.333313,675.0,158.333328,158.333328,116.666664,125.0,116.666664,125.0,75.0,158.333328,66.666664,166.666672,533.333313,141.666672,150.0,0.0,141.666672,16.666666,0.0,75.0,66.666664,50.0,33.333332,33.333332,91.666664,33.333332,0.0,58.333332,16.666666,41.666668,33.333332,25.0,83.333336,25.0,16.666666,33.333332,0.0,58.333332,66.666664,16.666666,0.0,50.0,83.333336,41.666668,33.333332,25.0,8.333333,33.333332,0.0,50.0,100.0,8.333333,58.333332,50.0,33.333332
23,1P85_9,0.833333,0.319328,0.016667,0.25,0.491667,0.758333,0.991667,0.235294,0.252101,0.142857,0.327731,833.333313,675.0,158.333328,158.333328,116.666664,125.0,116.666664,125.0,75.0,158.333328,66.666664,166.666672,533.333313,141.666672,150.0,0.0,141.666672,16.666666,0.0,75.0,66.666664,50.0,33.333332,33.333332,91.666664,33.333332,0.0,58.333332,16.666666,41.666668,33.333332,25.0,83.333336,25.0,16.666666,33.333332,0.0,58.333332,66.666664,16.666666,0.0,50.0,83.333336,41.666668,33.333332,25.0,8.333333,33.333332,0.0,50.0,100.0,8.333333,58.333332,50.0,33.333332
24,1P85_9,0.833333,0.319328,0.016667,0.25,0.491667,0.758333,0.991667,0.235294,0.252101,0.142857,0.327731,833.333313,675.0,158.333328,158.333328,116.666664,125.0,116.666664,125.0,75.0,158.333328,66.666664,166.666672,533.333313,141.666672,150.0,0.0,141.666672,16.666666,0.0,75.0,66.666664,50.0,33.333332,33.333332,91.666664,33.333332,0.0,58.333332,16.666666,41.666668,33.333332,25.0,83.333336,25.0,16.666666,33.333332,0.0,58.333332,66.666664,16.666666,0.0,50.0,83.333336,41.666668,33.333332,25.0,8.333333,33.333332,0.0,50.0,100.0,8.333333,58.333332,50.0,33.333332
25,1P85_9,0.833333,0.319328,0.016667,0.25,0.491667,0.758333,0.991667,0.235294,0.252101,0.142857,0.327731,833.333313,675.0,158.333328,158.333328,116.666664,125.0,116.666664,125.0,75.0,158.333328,66.666664,166.666672,533.333313,141.666672,150.0,0.0,141.666672,16.666666,0.0,75.0,66.666664,50.0,33.333332,33.333332,91.666664,33.333332,0.0,58.333332,16.666666,41.666668,33.333332,25.0,83.333336,25.0,16.666666,33.333332,0.0,58.333332,66.666664,16.666666,0.0,50.0,83.333336,41.666668,33.333332,25.0,8.333333,33.333332,0.0,50.0,100.0,8.333333,58.333332,50.0,33.333332
26,1P85_9,0.833333,0.319328,0.016667,0.25,0.491667,0.758333,0.991667,0.235294,0.252101,0.142857,0.327731,833.333313,675.0,158.333328,158.333328,116.666664,125.0,116.666664,125.0,75.0,158.333328,66.666664,166.666672,533.333313,141.666672,150.0,0.0,141.666672,16.666666,0.0,75.0,66.666664,50.0,33.333332,33.333332,91.666664,33.333332,0.0,58.333332,16.666666,41.666668,33.333332,25.0,83.333336,25.0,16.666666,33.333332,0.0,58.333332,66.666664,16.666666,0.0,50.0,83.333336,41.666668,33.333332,25.0,8.333333,33.333332,0.0,50.0,100.0,8.333333,58.333332,50.0,33.333332
27,1P85_9,0.833333,0.319328,0.016667,0.25,0.491667,0.758333,0.991667,0.235294,0.252101,0.142857,0.327731,833.333313,675.0,158.333328,158.333328,116.666664,125.0,116.666664,125.0,75.0,158.333328,66.666664,166.666672,533.333313,141.666672,150.0,0.0,141.666672,16.666666,0.0,75.0,66.666664,50.0,33.333332,33.333332,91.666664,33.333332,0.0,58.333332,16.666666,41.666668,33.333332,25.0,83.333336,25.0,16.666666,33.333332,0.0,58.333332,66.666664,16.666666,0.0,50.0,83.333336,41.666668,33.333332,25.0,8.333333,33.333332,0.0,50.0,100.0,8.333333,58.333332,50.0,33.333332
28,1P85_9,0.833333,0.319328,0.016667,0.25,0.491667,0.758333,0.991667,0.235294,0.252101,0.142857,0.327731,833.333313,675.0,158.333328,158.333328,116.666664,125.0,116.666664,125.0,75.0,158.333328,66.666664,166.666672,533.333313,141.666672,150.0,0.0,141.666672,16.666666,0.0,75.0,66.666664,50.0,33.333332,33.333332,91.666664,33.333332,0.0,58.333332,16.666666,41.666668,33.333332,25.0,83.333336,25.0,16.666666,33.333332,0.0,58.333332,66.666664,16.666666,0.0,50.0,83.333336,41.666668,33.333332,25.0,8.333333,33.333332,0.0,50.0,100.0,8.333333,58.333332,50.0,33.333332
29,1P85_9,0.833333,0.319328,0.016667,0.25,0.491667,0.758333,0.991667,0.235294,0.252101,0.142857,0.327731,833.333313,675.0,158.333328,158.333328,116.666664,125.0,116.666664,125.0,75.0,158.333328,66.666664,166.666672,533.333313,141.666672,150.0,0.0,141.666672,16.666666,0.0,75.0,66.666664,50.0,33.333332,33.333332,91.666664,33.333332,0.0,58.333332,16.666666,41.666668,33.333332,25.0,83.333336,25.0,16.666666,33.333332,0.0,58.333332,66.666664,16.666666,0.0,50.0,83.333336,41.666668,33.333332,25.0,8.333333,33.333332,0.0,50.0,100.0,8.333333,58.333332,50.0,33.333332
30,1P85_9,0.833333,0.319328,0.016667,0.25,0.491667,0.758333,0.991667,0.235294,0.252101,0.142857,0.327731,833.333313,675.0,158.333328,158.333328,116.666664,125.0,116.666664,125.0,75.0,158.333328,66.666664,166.666672,533.333313,141.666672,150.0,0.0,141.666672,16.666666,0.0,75.0,66.666664,50.0,33.333332,33.333332,91.666664,33.333332,0.0,58.333332,16.666666,41.666668,33.333332,25.0,83.333336,25.0,16.666666,33.333332,0.0,58.333332,66.666664,16.666666,0.0,50.0,83.333336,41.666668,33.333332,25.0,8.333333,33.333332,0.0,50.0,100.0,8.333333,58.333332,50.0,33.333332
31,1P85_9,0.833333,0.319328,0.016667,0.25,0.491667,0.758333,0.991667,0.235294,0.252101,0.142857,0.327731,833.333313,675.0,158.333328,158.333328,116.666664,125.0,116.666664,125.0,75.0,158.333328,66.666664,166.666672,533.333313,141.666672,150.0,0.0,141.666672,16.666666,0.0,75.0,66.666664,50.0,33.333332,33.333332,91.666664,33.333332,0.0,58.333332,16.666666,41.666668,33.333332,25.0,83.333336,25.0,16.666666,33.333332,0.0,58.333332,66.666664,16.666666,0.0,50.0,83.333336,41.666668,33.333332,25.0,8.333333,33.333332,0.0,50.0,100.0,8.333333,58.333332,50.0,33.333332
32,1P85_9,0.833333,0.319328,0.016667,0.25,0.491667,0.758333,0.991667,0.235294,0.252101,0.142857,0.327731,833.333313,675.0,158.333328,158.333328,116.666664,125.0,116.666664,125.0,75.0,158.333328,66.666664,166.666672,533.333313,141.666672,150.0,0.0,141.666672,16.666666,0.0,75.0,66.666664,50.0,33.333332,33.333332,91.666664,33.333332,0.0,58.333332,16.666666,41.666668,33.333332,25.0,83.333336,25.0,16.666666,33.333332,0.0,58.333332,66.666664,16.666666,0.0,50.0,83.333336,41.666668,33.333332,25.0,8.333333,33.333332,0.0,50.0,100.0,8.333333,58.333332,50.0,33.333332
33,1P85_9,0.833333,0.319328,0.016667,0.25,0.491667,0.758333,0.991667,0.235294,0.252101,0.142857,0.327731,833.333313,675.0,158.333328,158.333328,116.666664,125.0,116.666664,125.0,75.0,158.333328,66.666664,166.666672,533.333313,141.666672,150.0,0.0,141.666672,16.666666,0.0,75.0,66.666664,50.0,33.333332,33.333332,91.666664,33.333332,0.0,58.333332,16.666666,41.666668,33.333332,25.0,83.333336,25.0,16.666666,33.333332,0.0,58.333332,66.666664,16.666666,0.0,50.0,83.333336,41.666668,33.333332,25.0,8.333333,33.333332,0.0,50.0,100.0,8.333333,58.333332,50.0,33.333332
